,satisfaction,evaluation,projectCount,averageMonthlyHours,yearsAtCompany,workAccident,turnover,promotion,dept,salary
35834,0.4,0.92,6,309,4,0,1,0,3,0
35835,0.9,0.91,7,168,10,1,1,0,0,1
35836,0.89,0.57,5,240,2,1,0,1,1,1
35837,0.27,0.49,7,174,8,0,0,1,3,1
35838,0.46,0.11,1,200,10,1,0,0,0,1
35839,0.07,0.81,4,251,3,1,0,1,7,2
35840,0.3,0.57,7,304,7,0,0,1,8,0
35841,0.24,0.42,1,248,10,0,0,0,7,1
35842,0.28,0.98,7,268,6,0,1,0,5,2
35843,0.37,0.29,2,185,8,1,0,1,2,2
35844,0.0,0.27,4,272,7,0,0,1,7,1
35845,0.52,0.52,7,113,10,1,1,1,4,2
35846,0.34,0.98,2,115,3,0,0,1,1,1
35847,0.09,0.48,2,232,2,0,0,1,3,0
35848,0.91,0.83,6,196,7,0,1,0,8,1
35849,0.41,0.68,1,162,6,0,0,1,0,0
35850,0.36,1.0,6,129,9,1,1,0,0,0
35851,0.72,0.12,5,132,10,1,1,0,1,2
35852,0.36,0.63,4,279,6,0,0,0,1,0
35853,0.78,0.64,7,231,7,0,1,0,9,2
35854,0.46,0.67,7,299,10,1,1,1,8,2
35855,0.95,0.89,5,203,3,0,1,0,3,1
35856,0.09,0.86,3,212,4,0,0,0,4,2
35857,0.43,0.13,3,231,7,0,0,0,9,0
35858,0.65,0.7,2,117,7,0,1,1,2,2
35859,0.62,0.49,6,236,9,0,1,1,5,2
35860,0.57,0.06,5,282,5,1,0,1,6,1
35861,0.29,0.53,7,120,4,1,1,1,8,0
35862,0.45,0.99,3,100,6,0,0,1,3,0
35863,0.22,0.05,3,194,7,0,0,1,8,1
35864,0.54,0.69,7,136,4,0,0,1,4,1
35865,0.55,0.71,3,224,10,1,0,0,7,0
35866,0.62,0.7,4,155,7,1,0,1,3,0
35867,0.73,0.17,7,116,9,0,0,0,2,1
35868,0.58,0.74,2,236,9,0,0,0,0,1
35869,0.51,0.12,5,305,9,0,0,1,3,0
35870,0.64,0.28,5,97,8,0,0,0,5,1
35871,0.52,0.82,5,126,6,0,0,1,3,0
35872,0.82,0.2,7,117,9,0,0,0,5,2
35873,0.46,0.4,6,239,3,0,0,0,3,1
35874,0.53,0.23,4,250,6,1,0,1,2,2
35875,0.01,0.5,6,99,2,0,1,1,1,1
35876,0.24,0.61,4,290,9,1,1,1,6,1
35877,0.55,0.31,1,249,7,0,0,0,5,1
35878,0.38,0.29,3,201,6,1,1,1,5,1
35879,0.32,0.71,2,213,6,1,0,0,5,0
35880,0.05,0.73,1,242,2,0,0,0,9,2
35881,0.7,0.6,2,192,10,1,0,0,9,1
35882,0.48,0.09,7,167,7,1,0,0,4,0
35883,0.89,0.54,3,132,4,1,0,1,7,2
35884,0.74,0.93,4,269,8,1,1,0,8,0
35885,0.34,0.33,3,155,3,1,0,1,7,0
35886,0.97,0.58,5,103,3,1,1,0,7,1
35887,0.63,0.58,3,235,2,1,1,1,5,2
35888,0.32,0.48,3,275,10,1,0,1,2,2
35889,0.43,0.07,3,221,7,0,1,0,3,0
35890,0.89,0.87,5,214,5,1,1,0,0,2
35891,0.61,0.7,4,146,9,1,0,1,2,0
35892,0.8,0.15,1,286,3,1,0,0,5,2
35893,0.59,0.17,7,242,10,0,1,1,6,1
35894,0.94,0.19,7,233,8,1,0,1,6,0
35895,0.57,0.67,4,119,4,1,1,1,4,0
35896,0.2,0.23,1,121,10,0,1,0,5,1
35897,0.57,0.03,4,217,10,0,0,1,8,1
35898,0.35,0.76,6,255,4,0,1,1,2,0
35899,0.8,0.09,4,128,10,0,1,1,7,2
35900,0.39,0.43,7,255,4,0,1,1,0,1
35901,0.8,0.81,3,135,7,0,1,0,2,0
35902,0.08,0.91,5,135,6,1,0,0,7,2
35903,0.22,0.25,5,131,7,0,0,0,9,1
35904,0.34,0.12,5,174,5,0,1,0,4,2
35905,0.89,0.36,6,292,8,1,0,1,3,0
35906,0.87,0.6,2,273,3,0,1,1,2,1
35907,0.86,0.11,1,157,6,1,1,1,1,2
35908,0.62,0.69,6,256,4,0,0,1,2,2
35909,0.13,0.47,5,151,5,0,0,1,7,1
35910,0.42,0.55,4,249,5,1,0,1,1,1
35911,0.6,0.39,3,123,6,1,0,0,0,2
35912,0.74,0.32,7,178,10,1,0,1,3,0
35913,0.24,0.37,3,216,8,1,1,0,4,1
35914,0.89,0.53,1,243,6,0,0,1,9,0
35915,0.82,0.64,4,265,5,1,1,0,4,1
35916,0.16,0.01,3,99,7,0,1,1,9,0
35917,0.39,0.3,4,297,2,1,1,1,0,1
35918,0.2,0.99,7,96,3,0,1,0,8,2
35919,0.57,0.04,6,129,8,0,0,1,4,1
35920,0.49,0.27,6,252,10,0,1,1,5,1
35921,0.56,0.33,3,161,5,0,0,1,7,1
35922,0.9,0.61,3,256,9,0,1,1,7,1
35923,0.42,0.28,1,102,4,1,1,0,0,2
35924,0.67,0.41,6,279,10,0,0,1,7,1
35925,1.0,0.44,4,240,8,0,1,0,2,1
35926,0.23,0.11,1,219,7,1,0,1,5,2
35927,0.17,0.79,3,197,8,1,1,1,4,1
35928,0.52,0.42,1,157,8,0,1,0,6,1
35929,0.73,0.24,7,238,5,1,1,1,9,2
35930,0.31,0.34,2,238,2,0,1,1,6,0
35931,0.62,0.86,7,232,7,1,1,0,0,0
35932,0.84,0.62,6,126,3,0,0,1,7,1
35933,0.2,0.05,7,153,9,0,1,0,8,1
35934,0.5,0.13,6,237,9,0,1,0,2,2
35935,0.85,0.6,7,115,10,0,1,1,8,0
35936,0.55,0.24,2,268,7,1,0,0,0,0
35937,0.64,0.02,5,119,2,0,0,0,8,1
35938,0.43,0.51,7,121,10,1,0,0,4,2
35939,0.29,0.81,5,158,10,0,1,0,8,2
35940,0.56,0.37,6,266,2,0,0,0,1,0
35941,0.52,0.82,2,262,8,1,1,0,7,2
35942,0.29,0.71,5,123,3,1,0,1,8,2
35943,0.49,0.52,7,143,2,1,0,1,1,1
35944,0.24,0.27,2,247,2,1,0,1,2,1
35945,0.8,0.51,3,108,6,1,0,1,7,1
35946,0.29,0.85,1,220,3,1,0,1,6,0
35947,0.15,0.19,3,205,4,1,0,0,2,1
35948,0.67,0.04,2,189,2,1,0,0,9,1
35949,0.74,0.06,6,105,3,0,0,0,5,1
35950,0.71,0.45,3,146,4,0,0,0,9,0
35951,0.9,0.83,2,175,7,1,1,1,2,2
35952,0.73,0.05,3,278,9,0,0,1,9,2
35953,0.66,0.5,2,127,5,1,1,1,2,2
35954,0.74,0.5,4,166,3,1,0,0,4,1
35955,0.59,0.08,5,159,6,1,0,0,2,2
35956,0.1,0.52,1,217,10,1,0,1,6,2
35957,0.12,0.32,6,303,4,1,0,0,0,2
35958,0.02,0.83,7,270,2,0,0,1,6,0
35959,0.17,0.79,3,183,4,0,0,0,5,2
35960,0.57,0.79,6,304,2,1,0,1,9,1
35961,0.47,0.08,4,251,3,1,1,0,4,2
35962,0.95,0.86,5,206,9,0,1,1,5,2
35963,0.53,0.65,5,102,2,1,1,1,9,0
35964,0.23,0.61,4,306,2,1,1,1,0,0
35965,0.23,0.11,6,220,10,1,1,1,5,0
35966,0.84,0.35,5,138,5,0,0,1,4,2
35967,0.2,0.86,5,203,5,0,1,0,7,1
35968,0.78,0.73,1,105,3,1,1,0,6,1
35969,0.81,0.12,6,118,4,0,0,1,6,0
35970,0.18,0.95,5,292,8,1,0,0,8,0
35971,0.17,0.31,1,240,6,1,0,0,3,1
35972,0.84,0.88,3,130,6,0,0,0,0,1
35973,0.14,0.51,3,170,3,0,1,0,9,1
35974,0.24,0.07,6,191,9,1,1,0,4,1
35975,0.32,0.25,7,289,9,0,1,0,3,0
35976,0.58,0.9,7,279,9,0,1,1,7,0
35977,0.71,0.18,5,232,9,1,1,0,3,1
35978,0.72,0.11,7,303,5,0,1,0,4,0
35979,0.2,0.09,3,160,8,0,1,1,1,1
35980,0.46,0.4,1,253,4,0,1,0,9,1
35981,0.13,0.33,4,136,4,0,0,1,8,2
35982,0.76,0.6,3,191,5,0,0,1,8,2
35983,0.49,0.69,1,266,8,0,0,1,0,2
35984,0.92,0.45,4,195,6,1,0,0,2,1
35985,0.31,0.98,3,220,8,0,1,0,8,2
35986,0.29,0.27,2,290,4,1,0,0,3,1
35987,0.33,0.99,6,195,2,1,1,0,0,0
35988,0.82,0.4,5,181,2,0,1,1,3,1
35989,0.33,0.12,4,98,5,0,0,1,0,1
35990,0.24,0.7,5,263,8,1,1,1,9,0
35991,0.07,0.77,2,266,2,0,1,0,4,1
35992,0.5,0.77,1,126,9,0,1,1,9,0
35993,0.43,0.23,4,284,9,1,1,0,4,1
35994,0.5,0.04,4,293,9,0,1,1,2,1
35995,0.59,0.55,6,96,6,0,1,1,0,1
35996,0.69,0.41,6,180,8,1,1,1,1,2
35997,0.34,0.28,5,309,8,1,0,1,5,1
35998,0.78,0.31,4,141,8,1,0,0,9,1
35999,0.16,0.62,5,209,3,0,0,0,4,1
36000,0.26,0.58,3,169,8,0,0,1,9,1
36001,0.6,0.64,3,180,6,0,0,1,5,1
36002,0.56,0.82,5,189,4,1,1,0,7,1
36003,0.93,0.51,6,204,4,0,0,1,8,1
36004,0.06,0.89,7,139,8,0,0,0,1,1
36005,0.82,0.8,6,174,5,0,1,0,5,0
36006,0.5,0.93,7,239,6,0,0,0,2,1
36007,0.78,0.03,6,225,9,0,1,0,1,2
36008,0.95,0.0,1,271,3,0,0,1,8,2
36009,0.2,0.26,4,286,3,1,0,0,3,2
36010,0.84,0.63,3,140,9,1,1,0,4,2
36011,0.94,0.63,7,124,10,0,1,0,1,1
36012,0.06,0.18,4,234,9,1,0,0,1,0
36013,0.47,0.8,5,239,9,1,0,0,5,2
36014,0.63,0.03,1,166,6,0,1,0,5,2
36015,0.17,0.52,6,158,3,1,0,0,8,1
36016,0.31,0.81,1,227,9,1,0,1,1,2
36017,0.48,0.34,5,127,3,1,1,1,7,2
36018,0.95,0.05,4,120,3,1,0,0,5,2
36019,0.8,0.25,4,218,10,1,1,0,9,2
36020,0.05,0.23,7,125,8,0,1,0,8,2
36021,0.02,0.43,4,204,4,0,0,0,5,2
36022,0.9,0.13,3,204,9,1,1,1,9,2
36023,0.01,0.1,4,225,2,0,1,1,9,1
36024,0.33,0.13,1,108,6,0,1,1,3,2
36025,0.78,0.98,6,137,10,0,1,1,0,1
36026,0.13,0.11,2,260,10,1,0,1,1,0
36027,0.0,0.69,6,150,9,1,0,0,9,0
36028,0.58,0.76,3,259,7,0,1,1,7,0
36029,0.97,0.99,3,262,4,1,1,1,4,1
36030,0.95,0.73,6,250,8,1,1,0,6,1
36031,0.96,0.66,3,166,6,0,0,0,1,2
36032,0.3,0.68,7,284,10,0,0,0,7,1
36033,0.75,0.2,2,100,9,1,1,1,4,0
36034,0.16,0.73,7,231,3,0,0,0,3,1
36035,0.35,0.87,2,176,8,0,0,1,6,1
36036,0.78,0.08,4,124,7,0,1,1,7,2
36037,0.85,0.47,1,223,6,0,1,1,9,0
36038,0.65,0.09,5,294,8,0,0,1,3,0
36039,0.63,0.68,4,108,4,1,0,1,0,2
36040,0.58,0.89,3,281,2,0,0,0,8,0
36041,0.96,0.72,5,214,10,0,1,0,9,2
36042,0.44,0.79,2,247,8,0,1,0,1,2
36043,0.31,0.33,3,294,6,1,1,1,5,2
36044,0.69,0.17,3,202,8,0,0,1,4,2
36045,0.76,0.32,3,232,5,0,1,0,8,0
36046,0.46,0.75,1,259,9,0,0,1,2,1
36047,0.73,0.84,4,182,3,1,0,1,8,1
36048,0.99,0.0,1,266,6,0,0,1,5,2
36049,0.54,0.56,2,227,2,1,1,1,0,2
36050,0.6,0.3,5,182,10,0,1,1,5,2
36051,0.03,0.07,3,254,9,1,1,1,0,1
36052,0.43,0.18,3,295,2,1,0,0,1,1
36053,0.67,0.68,6,181,2,0,1,0,3,1
36054,0.96,0.98,7,98,10,1,0,0,7,0
36055,0.72,0.57,3,249,10,1,1,0,4,0
36056,0.71,0.65,5,284,7,0,1,0,3,0
36057,0.05,0.04,1,186,6,1,1,1,4,0
36058,0.8,0.03,2,211,9,1,1,0,2,2
36059,0.43,0.6,4,172,10,0,1,0,0,1
36060,0.31,0.79,5,296,4,1,0,1,9,2
36061,0.11,0.35,3,184,9,0,1,0,3,0
36062,0.26,0.74,2,164,7,1,0,1,2,1
36063,0.22,0.24,2,235,5,0,0,0,2,0
36064,0.35,0.48,7,185,5,1,1,0,3,0
36065,0.77,0.57,6,294,5,0,1,0,6,1
36066,0.68,0.06,4,226,10,0,1,0,9,2
36067,0.11,0.98,4,119,9,1,0,0,7,1
36068,0.44,0.38,7,278,4,0,1,1,8,0
36069,0.1,0.43,6,129,10,1,1,0,1,0
36070,0.27,0.71,4,182,4,0,0,1,4,0
36071,0.48,0.89,3,108,5,0,0,1,5,2
36072,0.55,0.82,1,180,8,0,1,0,1,2
36073,0.54,0.73,3,308,7,0,0,1,7,2
36074,0.25,0.99,2,224,9,1,1,0,3,2
36075,0.58,0.16,5,196,6,0,1,1,4,1
36076,0.25,0.94,6,200,6,1,1,1,8,0
36077,0.94,0.29,4,306,4,1,0,1,6,1
36078,0.62,0.56,5,305,9,0,1,1,2,0
36079,0.82,0.78,7,256,8,1,1,0,6,1
36080,0.65,0.82,5,126,9,1,0,1,8,1
36081,0.36,0.22,1,171,9,1,1,0,8,0
36082,0.02,0.55,1,300,6,0,0,1,3,2
36083,0.6,0.85,6,281,5,0,1,0,4,1
36084,0.81,0.82,7,230,8,1,1,1,0,2
36085,0.96,0.64,5,275,3,1,1,1,5,2
36086,0.85,0.29,6,270,6,1,0,0,8,1
36087,0.03,0.7,3,136,10,0,0,0,3,2
36088,0.23,0.88,3,273,8,0,0,0,1,2
36089,0.44,0.51,1,215,5,0,1,1,4,0
36090,0.28,0.07,4,247,9,0,1,1,5,0
36091,0.26,0.14,6,118,10,0,1,1,6,2
36092,0.96,0.04,2,277,6,1,0,0,6,0
36093,0.27,0.64,7,165,3,0,0,0,3,0
36094,0.66,0.3,1,183,6,0,0,0,0,2
36095,0.2,0.24,4,278,7,1,0,0,6,1
36096,0.38,0.82,1,277,8,0,0,1,8,2
36097,0.6,0.53,4,196,10,1,1,1,3,0
36098,0.03,0.05,4,190,10,1,1,1,2,2
36099,0.78,0.68,1,264,2,1,0,0,3,0
36100,0.02,0.53,3,188,2,0,0,1,0,2
36101,0.61,0.65,2,165,4,1,0,0,4,2
36102,0.18,0.82,2,172,6,0,0,1,2,0
36103,0.72,0.44,3,156,9,1,0,0,5,2
36104,0.9,0.66,4,191,8,0,1,0,5,1
36105,0.83,0.75,6,129,10,0,1,1,9,0
36106,0.48,0.51,4,286,9,0,0,0,0,0
36107,0.76,0.13,2,142,8,1,1,0,3,0
36108,0.11,0.89,3,119,3,1,0,0,0,2
36109,0.83,0.49,3,278,3,0,1,1,1,0
36110,0.41,0.68,1,113,3,0,1,1,5,1
36111,0.19,0.21,6,211,7,0,1,0,0,1
36112,1.0,0.07,7,157,9,0,0,0,0,2
36113,0.41,0.34,6,179,5,0,0,0,8,1
36114,0.81,0.6,4,245,8,1,0,0,5,0
36115,0.89,0.87,6,104,3,1,0,0,4,1
36116,0.26,0.32,3,192,10,0,1,0,8,1
36117,0.84,0.18,7,140,3,1,1,1,8,0
36118,0.22,0.68,2,151,6,1,1,1,6,0
36119,0.54,0.95,1,176,9,1,0,0,3,1
36120,0.95,0.42,7,178,8,1,0,1,8,2
36121,0.2,0.06,6,116,9,0,1,1,4,0
36122,0.36,0.47,2,128,5,1,0,1,7,2
36123,0.35,0.03,7,163,8,1,0,1,6,0
36124,0.62,0.7,5,180,3,1,0,1,0,0
36125,0.47,0.1,5,220,3,0,0,1,8,2
36126,0.7,0.01,6,107,9,0,1,1,5,1
36127,0.2,0.46,1,185,9,0,0,0,3,1
36128,0.98,0.61,2,123,5,1,0,0,5,1
36129,1.0,0.61,4,237,8,0,0,0,8,0
36130,0.83,0.05,1,307,2,0,0,0,8,2
36131,0.06,0.61,6,101,6,1,1,1,0,0
36132,0.22,0.95,3,221,3,0,0,1,8,0
36133,0.6,0.55,7,213,8,0,0,0,6,2
36134,0.8,0.12,2,165,3,1,1,0,3,2
36135,0.85,0.59,4,301,7,0,0,0,1,0
36136,0.92,0.99,6,270,10,0,0,1,1,0
36137,0.57,0.93,4,141,3,1,1,1,3,1
36138,0.21,0.24,6,199,9,1,1,1,0,0
36139,0.89,0.34,6,270,4,0,0,1,7,2
36140,0.37,0.19,6,201,3,1,0,1,9,1
36141,0.31,0.0,2,171,5,0,1,0,1,0
36142,0.87,0.52,5,101,5,1,1,0,7,0
36143,0.01,0.92,3,141,3,0,0,1,5,1
36144,0.28,0.67,4,136,4,0,1,1,4,2
36145,0.22,0.96,7,131,2,1,1,0,8,0
36146,0.24,1.0,4,279,5,1,0,1,4,0
36147,0.99,0.7,3,132,9,1,0,1,7,2
36148,0.16,0.06,6,303,5,1,0,1,8,1
36149,0.75,0.59,7,139,8,1,1,0,3,0
36150,0.9,0.17,3,108,9,0,0,0,5,1
36151,0.11,0.8,5,267,4,0,0,0,4,0
36152,0.91,0.01,7,292,3,1,1,1,2,2
36153,0.9,0.2,5,255,8,0,1,0,7,1
36154,0.12,0.79,7,103,3,0,0,1,5,2
36155,0.57,0.05,7,261,7,0,0,1,7,1
36156,0.64,0.52,7,201,8,0,1,1,0,2
36157,0.31,0.22,6,153,7,0,0,1,2,0
36158,0.67,0.46,6,145,6,0,0,0,4,0
36159,0.67,0.64,7,182,9,0,1,1,1,0
36160,0.25,0.17,2,223,10,1,0,1,5,0
36161,0.72,0.42,2,165,7,0,0,1,1,2
36162,0.56,0.31,5,245,3,0,1,0,1,1
36163,0.56,0.36,4,296,10,0,1,1,6,1
36164,0.29,0.75,7,298,6,0,0,1,8,2
36165,0.87,0.42,5,225,10,0,0,1,9,2
36166,0.68,0.74,1,152,2,1,1,0,2,2
36167,0.08,0.64,5,133,9,0,0,1,6,0
36168,0.12,0.74,3,162,3,1,0,0,2,2
36169,0.09,0.84,3,269,9,1,1,1,1,0
36170,0.52,0.67,7,187,5,1,1,1,5,1
36171,0.31,0.27,7,241,4,1,1,1,5,1
36172,0.33,0.47,2,126,10,0,1,1,4,1
36173,0.44,0.64,1,282,8,0,0,0,2,1
36174,0.27,0.37,7,273,6,0,0,0,4,1
36175,0.48,0.74,4,134,5,1,0,0,9,2
36176,0.65,0.66,6,150,10,1,1,0,2,2
36177,0.45,0.24,6,229,2,0,1,0,3,2
36178,0.37,0.85,7,153,8,0,1,0,7,2
36179,0.69,0.32,6,146,8,0,1,0,2,1
36180,0.6,0.45,4,272,10,1,1,1,3,2
36181,0.46,0.51,1,204,9,1,0,1,9,1
36182,0.11,0.2,6,209,7,0,0,0,1,1
36183,0.22,0.86,2,125,2,0,1,0,8,1
36184,0.84,0.02,6,229,2,0,0,1,8,2
36185,0.99,0.93,6,129,6,0,1,0,9,0
36186,0.69,0.67,6,107,4,0,1,1,1,2
36187,0.65,0.61,5,133,9,0,1,1,6,2
36188,0.87,0.18,6,204,2,0,1,0,8,0
36189,0.41,0.36,6,306,10,0,1,0,3,1
36190,0.17,0.53,2,223,7,0,0,1,3,2
36191,0.32,0.45,5,226,9,1,1,1,6,1
36192,0.32,0.18,2,131,5,1,0,0,1,1
36193,0.19,0.35,6,271,2,0,0,1,2,0
36194,0.83,0.3,7,243,4,0,1,1,8,1
36195,0.18,0.83,1,198,3,0,0,0,0,0
36196,0.73,0.41,6,221,7,1,1,0,4,0
36197,0.11,0.47,4,140,6,1,1,1,0,2
36198,0.37,0.85,6,120,2,1,1,0,3,2
36199,0.34,0.7,3,213,6,0,0,1,3,0
36200,0.48,0.62,4,145,3,0,1,0,6,1
36201,0.99,0.74,4,222,7,1,1,1,7,0
36202,0.41,0.04,2,160,10,0,1,1,8,2
36203,0.3,0.68,2,148,5,0,1,0,6,0
36204,0.81,0.56,6,125,5,1,1,0,2,0
36205,0.42,0.29,6,223,4,0,1,0,9,0
36206,0.41,0.63,2,158,4,1,0,1,8,0
36207,0.59,0.65,1,230,3,0,0,1,6,2
36208,0.02,0.59,1,204,6,0,1,0,3,0
36209,0.86,0.59,5,216,4,0,0,1,5,2
36210,0.27,0.08,6,98,7,0,0,0,4,1
36211,0.89,0.15,4,268,8,0,0,1,9,0
36212,0.76,0.24,2,143,7,0,0,0,2,2
36213,0.3,0.79,3,296,4,1,1,0,3,1
36214,0.41,0.63,6,239,8,1,1,0,2,1
36215,0.95,0.77,1,177,7,0,1,1,7,2
36216,0.71,0.82,1,237,10,0,0,1,4,2
36217,0.48,0.97,4,283,3,1,0,1,7,2
36218,0.99,0.57,1,96,10,1,0,0,0,2
36219,0.74,0.37,3,288,9,0,0,1,0,2
36220,0.63,0.35,5,241,9,1,1,0,4,1
36221,0.43,0.27,4,276,2,1,1,1,7,0
36222,0.56,0.18,1,263,4,1,0,0,8,2
36223,0.24,0.06,4,102,5,0,0,1,6,2
36224,0.66,0.95,4,199,7,1,0,1,6,1
36225,0.02,0.96,3,98,5,1,1,0,1,0
36226,0.64,0.26,6,112,10,1,1,0,1,1
36227,0.09,0.35,4,221,8,1,1,1,6,0
36228,0.31,0.04,4,97,7,1,0,0,1,0
36229,0.18,0.85,4,181,3,0,0,1,9,2
36230,0.93,0.69,7,184,4,1,1,1,5,1
36231,0.95,0.92,7,249,4,1,0,1,1,0
36232,0.63,0.09,3,145,2,1,1,0,6,2
36233,0.41,0.88,4,294,4,0,1,0,3,1
36234,0.83,0.38,5,239,4,1,0,0,9,0
36235,0.49,0.66,5,258,2,0,0,1,6,1
36236,0.36,0.36,3,278,10,1,1,0,2,0
36237,0.43,0.81,5,153,5,1,1,1,0,1
36238,0.17,0.67,7,105,3,0,1,0,6,2
36239,0.54,0.26,5,307,7,0,1,1,5,2
36240,0.65,0.16,2,270,7,0,1,0,4,0
36241,0.11,0.79,2,173,7,1,0,1,0,2
36242,0.37,0.43,1,258,8,1,0,0,3,2
36243,0.9,0.33,4,167,4,0,1,0,2,0
36244,0.75,0.32,5,98,5,1,0,1,9,1
36245,0.01,0.22,2,149,10,1,1,1,2,1
36246,0.97,0.81,4,302,5,1,0,1,5,2
36247,0.24,0.47,1,202,8,1,0,0,3,2
36248,0.31,0.76,5,139,9,0,1,0,0,0
36249,0.76,0.17,6,268,5,1,0,0,2,1
36250,0.26,0.45,3,216,6,0,0,1,0,1
36251,0.23,0.61,7,159,6,0,1,1,5,1
36252,0.22,0.8,6,216,7,0,1,0,5,2
36253,0.06,0.92,5,263,7,1,1,0,8,2
36254,0.96,0.26,3,252,8,1,1,0,0,2
36255,0.75,0.68,3,176,7,1,1,0,2,1
36256,0.83,0.19,7,178,10,1,0,0,8,0
36257,0.62,0.22,6,210,4,1,0,1,8,2
36258,0.44,0.07,6,97,2,1,1,1,1,0
36259,0.33,0.65,3,175,9,1,0,0,1,2
36260,0.44,0.47,7,172,10,0,0,1,5,2
36261,0.72,0.72,2,238,9,1,1,0,7,0
36262,0.02,0.92,3,201,7,1,1,1,5,0
36263,0.93,0.54,6,166,2,1,1,0,9,0
36264,0.34,0.47,5,168,3,0,1,0,7,2
36265,0.15,0.24,3,253,5,0,0,0,6,1
36266,0.74,0.78,2,289,8,0,1,0,8,2
36267,0.74,0.22,6,287,7,1,1,1,6,0
36268,0.81,0.59,4,233,2,0,0,0,8,1
36269,0.09,0.29,7,302,2,0,1,1,5,2
36270,0.3,0.61,1,277,10,1,1,1,0,2
36271,0.92,0.82,7,130,5,0,1,1,9,0
36272,0.65,0.52,3,273,2,0,0,0,7,0
36273,0.36,0.83,1,296,7,0,0,1,4,0
36274,0.16,0.68,4,233,3,0,0,1,6,0
36275,0.83,0.23,2,140,5,0,1,1,2,0
36276,0.27,0.21,2,284,9,1,1,1,6,1
36277,0.75,0.34,5,266,3,1,0,0,6,0
36278,0.27,0.22,5,274,8,1,1,0,2,0
36279,0.44,0.2,1,245,6,1,0,0,8,1
36280,0.35,0.16,5,149,8,0,1,1,5,1
36281,0.88,0.22,1,127,8,0,1,1,6,1
36282,0.73,1.0,1,164,4,0,1,0,7,0
36283,0.29,0.48,7,149,4,0,0,0,1,2
36284,0.22,0.17,5,124,7,0,0,1,1,0
36285,0.36,0.05,1,105,8,0,1,0,3,0
36286,0.45,0.9,1,213,9,0,0,0,3,1
36287,0.17,0.11,5,145,3,1,0,1,2,1
36288,0.93,0.6,1,109,10,1,0,1,1,0
36289,0.71,0.71,1,265,5,0,0,1,7,0
36290,0.63,0.36,6,160,10,1,1,1,7,0
36291,0.81,0.4,1,226,7,0,1,0,7,2
36292,0.72,0.11,1,273,6,1,0,1,7,2
36293,0.52,0.97,5,120,4,0,0,0,5,2
36294,0.74,0.38,3,238,8,0,0,1,7,0
36295,0.07,0.09,4,141,9,1,1,1,0,1
36296,0.98,0.97,7,307,3,1,1,0,1,0
36297,0.75,0.76,5,260,10,1,0,1,7,0
36298,0.46,0.78,3,256,7,1,1,1,6,1
36299,0.16,0.67,2,308,8,0,0,1,1,1
36300,0.12,0.96,5,287,3,1,0,0,8,0
36301,0.1,0.38,1,279,9,0,1,1,8,1
36302,0.95,0.34,4,282,8,1,1,1,6,0
36303,0.56,0.61,7,102,9,0,0,1,2,1
36304,0.66,0.91,7,233,8,0,1,0,9,1
36305,0.88,0.31,6,198,5,1,1,1,8,0
36306,0.13,0.38,3,124,3,0,0,0,5,0
36307,0.35,0.9,2,180,4,0,1,1,1,1
36308,0.63,0.52,6,144,3,0,1,0,4,2
36309,0.22,0.26,4,156,2,0,1,0,3,1
36310,0.68,0.23,2,157,6,1,0,0,9,0
36311,0.29,0.52,2,122,5,1,1,0,7,1
36312,0.43,0.62,5,244,2,0,1,0,2,0
36313,0.25,0.32,3,104,6,0,0,1,3,2
36314,0.88,0.34,7,160,7,0,1,0,9,2
36315,0.32,0.68,4,305,5,0,1,0,4,1
36316,0.2,0.57,2,107,3,0,1,1,2,2
36317,0.27,0.35,3,310,4,1,1,1,5,1
36318,0.48,0.33,6,134,3,0,0,1,5,1
36319,0.32,0.05,7,274,8,0,0,0,0,2
36320,0.71,0.93,1,141,3,1,1,1,5,2
36321,0.49,0.14,2,210,2,1,0,0,7,0
36322,0.78,0.56,6,204,4,0,0,1,7,0
36323,0.99,0.49,2,145,6,1,1,0,7,1
36324,0.45,0.93,4,104,8,1,1,0,8,0
36325,0.21,0.6,7,287,2,1,1,1,9,1
36326,0.9,0.96,6,233,5,0,0,1,0,2
36327,0.25,0.77,6,252,3,0,1,1,1,1
36328,0.32,0.58,6,305,8,0,0,1,5,2
36329,0.11,0.09,1,173,10,1,0,0,6,0
36330,0.83,0.4,3,192,10,0,1,0,7,0
36331,0.16,0.3,4,240,6,1,1,1,2,0
36332,0.81,0.03,2,305,6,0,0,0,4,2
36333,0.77,0.04,3,119,5,1,0,0,5,2
36334,0.3,0.74,5,142,2,0,1,0,9,0
36335,0.58,0.49,1,287,10,0,0,0,7,2
36336,0.97,0.49,5,171,8,1,0,1,6,1
36337,0.09,0.23,4,183,2,1,0,1,2,2
36338,0.44,0.28,6,297,8,0,0,0,9,0
36339,0.85,0.38,3,220,7,0,1,0,8,1
36340,0.67,0.55,5,242,4,0,0,1,8,1
36341,0.5,0.12,2,198,6,0,0,1,3,2
36342,0.09,0.91,3,308,10,1,1,0,2,1
36343,0.24,0.56,3,191,3,0,1,1,6,2
36344,0.91,0.67,7,185,5,0,1,0,7,2
36345,0.1,0.22,6,182,6,1,0,1,4,1
36346,0.86,0.51,3,123,2,1,1,0,1,0
36347,0.95,0.31,2,125,4,0,1,1,3,2
36348,0.15,0.31,5,154,9,0,1,0,0,1
36349,0.96,0.9,2,293,5,1,1,0,6,0
